編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPWNMLQKQHIGFDC88DA,56,57.24,住家用,加強磚造,57年1月8日,二層,一層,全筆移轉
RPSOMLOKQHIGFDC38DA,42,102.00,住家用,鋼筋混凝土造,70年5月19日,四層,防空避難室 地下一層,全筆移轉
RPSOMLOKQHIGFDC38DA,42,7.57,共用部份,鋼筋混凝土造,70年5月19日,四層,,持分移轉
RPWOMLSKQHIGFDC56DA,43,39.83,住家用,鋼筋混凝土造,69年11月13日,五層,五層 陽台,全筆移轉
RPPNMLQKQHIGFDC28EA,49,69.53,住家用,加強磚造,63年3月5日,二層,一層,全筆移轉
RPQOMLPKQHIGFDC28DA,44,91.13,住家用,鋼筋混凝土造,68年2月28日,四層,四層 陽台,全筆移轉
RPPNMLSKQHIGFDC48EA,44,13.62,住家用,鋼筋混凝土造,68年10月6日,五層,四層,持分移轉
RPPNMLSKQHIGFDC48EA,44,13.47,住家用,鋼筋混凝土造,68年10月6日,五層,四層,持分移轉
RPSNMLNKQHIGFDC18DA,29,30.31,住家用,鋼筋混凝土造,84年1月27日,十層,十層 陽台,全筆移轉
RPSNMLNKQHIGFDC18DA,29,6.03,共用部份,鋼筋混凝土造,84年1月27日,十層,,持分移轉
RPSNMLNKQHIGFDC18DA,29,.71,共用部份,鋼筋混凝土造,84年1月27日,十層,,持分移轉
RPPNMLTJQHIGFDC38DA,31,110.83,工商用,鋼筋混凝土造,81年6月12日,六層,四層 陽台,全筆移轉
RPPNMLTJQHIGFDC38DA,31,70.21,共用部份,鋼筋混凝土造,81年6月12日,六層,,持分移轉
RPUNMLQKQHIGFDC68DA,52,65.55,住家用,鋼筋混凝土加強磚造,61年1月22日,四層,二層,全筆移轉
RPUPMLMLQHIGFDC58DA,42,90.15,住家用,鋼筋混凝土造,70年9月2日,四層,二層,全筆移轉
RPPNMLMLQHIGFDC87DA,42,97.40,住家用,鋼筋混凝土造,70年12月23日,三層,二層 陽台,全筆移轉
RPPNMLMLQHIGFDC97EA,42,102.00,住家用,鋼筋混凝土造,70年12月27日,二層,一層 二層 陽台 平台,全筆移轉
RPVPMLMLQHIGFDC68DA,28,74.85,住家用,鋼筋混凝土造,84年8月1日,十二層,十二層 陽台,全筆移轉
RPWNMLRKQHIGFDC98DA,31,137.67,住家用,鋼筋混凝土造,81年5月28日,五層,三層 四層 陽台,全筆移轉
RPVPMLMLQHIGFDC68DA,28,38.62,停車場,鋼筋混凝土造,84年8月1日,十二層,地下一層,持分移轉
RPVPMLMLQHIGFDC68DA,28,12.11,共用部份,鋼筋混凝土造,84年8月1日,十二層,,持分移轉
RPWNMLRKQHIGFDC98DA,31,4.10,共用部份,鋼筋混凝土造,81年5月28日,五層,,持分移轉
RPVPMLMLQHIGFDC68DA,28,3.75,共用部份,鋼筋混凝土造,84年8月1日,十二層,,持分移轉
RPWNMLRKQHIGFDC98DA,31,36.27,防空避難室　停車場,鋼筋混凝土造,81年5月28日,五層,地下二層,持分移轉
RPSNMLRJQHIGFDC48DA,46,38.93,商業用,鋼筋混凝土加強磚造,66年8月23日,五層,一層 騎樓,全筆移轉
RPTNMLNLQHIGFDC38DA,,43.15,住家用,加強磚造,25年6月0日,二層,一層 二層 騎樓,持分移轉
RPUNMLNLQHIGFDC48DA,42,78.90,住家用,鋼筋混凝土造,70年12月22日,五層,三層 陽台,全筆移轉
RPQNMLMLQHIGFDC97DA,28,89.17,住家用,鋼筋混凝土造,84年9月13日,五層,二層 陽台,全筆移轉
