編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPRNMLSJQHIGFAD28DA,26,85.08,住商用,鋼骨造,86年3月10日,二層,一層 二層 騎樓,持分移轉
RPWNMLOJQHIGFAD38DA,33,6.76,共有部分,鋼筋混凝土造,79年7月9日,五層,,持分移轉
RPWNMLOJQHIGFAD38DA,33,7.36,共有部分,鋼筋混凝土造,79年7月9日,五層,,持分移轉
RPWNMLOJQHIGFAD38DA,33,5.32,共有部分,鋼筋混凝土造,79年7月9日,五層,,持分移轉
RPWNMLOJQHIGFAD38DA,33,14.60,住家用,鋼筋混凝土造,79年7月9日,五層,三層 陽台 花台,全筆移轉
RPWNMLOJQHIGFAD38DA,33,12.52,住家用,鋼筋混凝土造,79年7月9日,五層,三層 陽台,全筆移轉
RPWNMLOJQHIGFAD38DA,33,11.64,住家用,鋼筋混凝土造,79年7月9日,五層,三層 陽台,全筆移轉
RPQOMLNJQHIGFID58DA,26,12.67,共有部分,鋼筋混凝土造,86年7月21日,六層,,持分移轉
RPQOMLNJQHIGFID58DA,26,30.97,住家用,鋼筋混凝土造,86年7月21日,六層,五層 陽台,全筆移轉
RPPNMLPJQHIGFED18DA,31,81.59,住宅，避難室,鋼筋混凝土造,81年3月12日,二層,一層 二層 陽台,全筆移轉
RPPNMLKKQHIGFKD38DA,43,119.50,住商用,加強磚造,69年6月20日,二層,一層 二層 騎樓,全筆移轉
RPVNMLKKQHIGFAD97DA,39,12.15,商業用,鋼筋混凝土造,73年12月28日,十四層,一層,全筆移轉
RPVNMLKKQHIGFAD97DA,39,11.94,共有部分,鋼筋混凝土造,73年12月28日,十四層,,持分移轉
RPSNMLOKQHIGFAD08DA,28,23.30,住家用,鋼筋混凝土造,84年8月19日,十六層,七層 陽台,全筆移轉
RPSNMLOKQHIGFAD08DA,28,3.44,共有部分,鋼筋混凝土造,84年8月19日,十六層,,持分移轉
RPSNMLOKQHIGFAD08DA,28,4.83,共有部分,鋼筋混凝土造,84年8月19日,十六層,,持分移轉
RPPOMLLJQHIGFAD47DA,27,25.95,住家用,鋼筋混凝土造,85年12月2日,十九層,十二層 見其他登記事項,全筆移轉
RPPOMLLJQHIGFAD47DA,27,2.65,共有部分,鋼筋混凝土造,85年12月2日,十九層,,持分移轉
RPPOMLLJQHIGFAD47DA,27,5.61,共有部分,鋼筋混凝土造,85年12月2日,十九層,,持分移轉
RPOOMLOKQHIGFKD78DA,30,25.19,住家用,鋼筋混凝土造,82年7月16日,七層,七層 陽台,全筆移轉
RPOOMLOKQHIGFKD78DA,30,1.95,共有部分,鋼筋混凝土造,82年7月16日,七層,,持分移轉
RPOOMLOKQHIGFKD78DA,30,5.42,共有部分,鋼筋混凝土造,82年7月16日,七層,,持分移轉
RPPPMLOKQHIGFAD97DA,28,22.98,住家用,鋼筋混凝土造,84年9月12日,十八層,三層 陽台,全筆移轉
RPPPMLOKQHIGFAD97DA,28,7.09,共有部分,鋼筋混凝土造,84年9月12日,十八層,,持分移轉
RPPPMLOKQHIGFAD97DA,28,3.75,共有部分,鋼筋混凝土造,84年9月12日,十八層,,持分移轉
RPTNMLPKQHIGFCD48DA,33,106.16,住家用,鋼筋混凝土造,79年3月1日,七層,六層 陽台,全筆移轉
RPTNMLPKQHIGFCD48DA,33,30.96,避難室，管理員辦公室，停車空間,鋼筋混凝土造,79年3月1日,七層,地下層,持分移轉
RPTNMLPKQHIGFCD48DA,33,24.61,共有部分,鋼筋混凝土造,79年3月1日,七層,,持分移轉
RPTNMLPKQHIGFCD48DA,33,.01,共有部分,鋼筋混凝土造,79年3月1日,七層,,持分移轉
RPPNMLMJQHIGFCD67DA,15,151.60,辦公室,鋼筋混凝土造,97年11月25日,十二層,三層 陽台 雨遮,全筆移轉
RPPNMLMJQHIGFCD67DA,15,84.75,共有部分,鋼筋混凝土造,97年11月25日,十二層,,持分移轉
RPSPMLOKQHIGFCD48DA,34,18.75,住家用,鋼筋混凝土造,79年1月2日,七層,七層 陽台,全筆移轉
RPSPMLOKQHIGFCD48DA,34,11.19,共有部分,鋼筋混凝土造,79年1月2日,七層,,持分移轉
RPVNMLPKQHIGFCD68DA,29,5.49,共有部分,鋼筋混凝土造,83年5月21日,十三層,,持分移轉
RPVNMLPKQHIGFCD68DA,29,1.54,共有部分,鋼筋混凝土造,83年5月21日,十三層,,持分移轉
